id,parent_id,name,level
4001,0,北京市,1
4002,0,天津市,1
4003,0,河北省,1
4004,3,石家庄市,2
4005,3,唐山市,2
4006,3,秦皇岛市,2
4007,3,邯郸市,2
4008,3,邢台市,2
4009,3,保定市,2
4010,3,张家口市,2
4011,3,承德市,2
4012,3,沧州市,2
4013,3,廊坊市,2
4014,3,衡水市,2
4015,0,山西省,1
4016,15,太原市,2
4017,15,大同市,2
4018,15,阳泉市,2
4019,15,长治市,2
4020,15,晋城市,2
4021,15,朔州市,2
4022,15,晋中市,2
4023,15,运城市,2
4024,15,忻州市,2
4025,15,临汾市,2
4026,15,吕梁市,2
4027,0,内蒙古自治区,1
4028,27,呼和浩特市,2
4029,27,包头市,2
4030,27,乌海市,2
4031,27,赤峰市,2
4032,27,通辽市,2
4033,27,鄂尔多斯市,2
4034,27,呼伦贝尔市,2
4035,27,巴彦淖尔市,2
4036,27,乌兰察布市,2
4037,27,兴安盟,2
4038,27,锡林郭勒盟,2
4039,27,阿拉善盟,2
4040,0,辽宁省,1
4041,40,沈阳市,2
4042,40,大连市,2
4043,40,鞍山市,2
4044,40,抚顺市,2
4045,40,本溪市,2
4046,40,丹东市,2
4047,40,锦州市,2
4048,40,营口市,2
4049,40,阜新市,2
4050,40,辽阳市,2
4051,40,盘锦市,2
4052,40,铁岭市,2
4053,40,朝阳市,2
4054,40,葫芦岛市,2
4055,0,吉林省,1
4056,55,长春市,2
4057,55,吉林市,2
4058,55,四平市,2
4059,55,辽源市,2
4060,55,通化市,2
4061,55,白山市,2
4062,55,松原市,2
4063,55,白城市,2
4064,55,延边朝鲜族自治州,2
4065,0,黑龙江省,1
4066,65,哈尔滨市,2
4067,65,齐齐哈尔市,2
4068,65,鸡西市,2
4069,65,鹤岗市,2
4070,65,双鸭山市,2
4071,65,大庆市,2
4072,65,伊春市,2
4073,65,佳木斯市,2
4074,65,七台河市,2
4075,65,牡丹江市,2
4076,65,黑河市,2
4077,65,绥化市,2
4078,65,大兴安岭地区,2
4079,0,上海市,1
4080,0,江苏省,1
4081,80,南京市,2
4082,80,无锡市,2
4083,80,徐州市,2
4084,80,常州市,2
4085,80,苏州市,2
4086,80,南通市,2
4087,80,连云港市,2
4088,80,淮安市,2
4089,80,盐城市,2
4090,80,扬州市,2
4091,80,镇江市,2
4092,80,泰州市,2
4093,80,宿迁市,2
4094,0,浙江省,1
4095,94,杭州市,2
4096,94,宁波市,2
4097,94,温州市,2
4098,94,嘉兴市,2
4099,94,湖州市,2
4100,94,绍兴市,2
4101,94,金华市,2
4102,94,衢州市,2
4103,94,舟山市,2
4104,94,台州市,2
4105,94,丽水市,2
4106,0,安徽省,1
4107,106,合肥市,2
4108,106,芜湖市,2
4109,106,蚌埠市,2
4110,106,淮南市,2
4111,106,马鞍山市,2
4112,106,淮北市,2
4113,106,铜陵市,2
4114,106,安庆市,2
4115,106,黄山市,2
4116,106,滁州市,2
4117,106,阜阳市,2
4118,106,宿州市,2
4119,106,六安市,2
4120,106,亳州市,2
4121,106,池州市,2
4122,106,宣城市,2
4123,0,福建省,1
4124,123,福州市,2
4125,123,厦门市,2
4126,123,莆田市,2
4127,123,三明市,2
4128,123,泉州市,2
4129,123,漳州市,2
4130,123,南平市,2
